,state,county,fips,population_estimate
0,Alabama,Autauga County,1001,55869
1,Alabama,Baldwin County,1003,223234
2,Alabama,Barbour County,1005,24686
3,Alabama,Bibb County,1007,22394
4,Alabama,Blount County,1009,57826
5,Alabama,Bullock County,1011,10101
6,Alabama,Butler County,1013,19448
7,Alabama,Calhoun County,1015,113605
8,Alabama,Chambers County,1017,33254
9,Alabama,Cherokee County,1019,26196
10,Alabama,Chilton County,1021,44428
11,Alabama,Choctaw County,1023,12589
12,Alabama,Clarke County,1025,23622
13,Alabama,Clay County,1027,13235
14,Alabama,Cleburne County,1029,14910
15,Alabama,Coffee County,1031,52342
16,Alabama,Colbert County,1033,55241
17,Alabama,Conecuh County,1035,12067
18,Alabama,Coosa County,1037,10663
19,Alabama,Covington County,1039,37049
20,Alabama,Crenshaw County,1041,13772
21,Alabama,Cullman County,1043,83768
22,Alabama,Dale County,1045,49172
23,Alabama,Dallas County,1047,37196
24,Alabama,DeKalb County,1049,71513
25,Alabama,Elmore County,1051,81209
26,Alabama,Escambia County,1053,36633
27,Alabama,Etowah County,1055,102268
28,Alabama,Fayette County,1057,16302
29,Alabama,Franklin County,1059,31362
30,Alabama,Geneva County,1061,26271
31,Alabama,Greene County,1063,8111
32,Alabama,Hale County,1065,14651
33,Alabama,Henry County,1067,17205
34,Alabama,Houston County,1069,105882
35,Alabama,Jackson County,1071,51626
36,Alabama,Jefferson County,1073,658573
37,Alabama,Lamar County,1075,13805
38,Alabama,Lauderdale County,1077,92729
39,Alabama,Lawrence County,1079,32924
40,Alabama,Lee County,1081,164542
41,Alabama,Limestone County,1083,98915
42,Alabama,Lowndes County,1085,9726
43,Alabama,Macon County,1087,18068
44,Alabama,Madison County,1089,372909
45,Alabama,Marengo County,1091,18863
46,Alabama,Marion County,1093,29709
47,Alabama,Marshall County,1095,96774
48,Alabama,Mobile County,1097,413210
49,Alabama,Monroe County,1099,20733
50,Alabama,Montgomery County,1101,226486
51,Alabama,Morgan County,1103,119679
52,Alabama,Perry County,1105,8923
53,Alabama,Pickens County,1107,19930
54,Alabama,Pike County,1109,33114
55,Alabama,Randolph County,1111,22722
56,Alabama,Russell County,1113,57961
57,Alabama,St. Clair County,1115,89512
58,Alabama,Shelby County,1117,217702
59,Alabama,Sumter County,1119,12427
60,Alabama,Talladega County,1121,79978
61,Alabama,Tallapoosa County,1123,40367
62,Alabama,Tuscaloosa County,1125,209355
63,Alabama,Walker County,1127,63521
64,Alabama,Washington County,1129,16326
65,Alabama,Wilcox County,1131,10373
66,Alabama,Winston County,1133,23629
67,Alaska,Aleutians East Borough,2013,3337
68,Alaska,Aleutians West Census Area,2016,5634
69,Alaska,Anchorage Municipality,2020,288000
70,Alaska,Bethel Census Area,2050,18386
71,Alaska,Bristol Bay Borough,2060,836
72,Alaska,Denali Borough,2068,2097
73,Alaska,Dillingham Census Area,2070,4916
74,Alaska,Fairbanks North Star Borough,2090,96849
75,Alaska,Haines Borough,2100,2530
76,Alaska,Hoonah-Angoon Census Area,2105,2148
77,Alaska,Juneau City and Borough,2110,31974
78,Alaska,Kenai Peninsula Borough,2122,58708
79,Alaska,Ketchikan Gateway Borough,2130,13901
80,Alaska,Kodiak Island Borough,2150,12998
81,Alaska,Kusilvak Census Area,2158,8314
82,Alaska,Lake and Peninsula Borough,2164,1592
83,Alaska,Matanuska-Susitna Borough,2170,108317
84,Alaska,Nome Census Area,2180,10004
85,Alaska,North Slope Borough,2185,9832
86,Alaska,Northwest Arctic Borough,2188,7621
87,Alaska,Petersburg Borough,2195,3266
88,Alaska,Prince of Wales-Hyder Census Area,2198,6203
89,Alaska,Sitka City and Borough,2220,8493
90,Alaska,Skagway Municipality,2230,1183
91,Alaska,Southeast Fairbanks Census Area,2240,6893
92,Alaska,Valdez-Cordova Census Area,2261,9202
93,Alaska,Wrangell City and Borough,2275,2502
94,Alaska,Yakutat City and Borough,2282,579
95,Alaska,Yukon-Koyukuk Census Area,2290,5230
96,Arizona,Apache County,4001,71887
97,Arizona,Cochise County,4003,125922
98,Arizona,Coconino County,4005,143476
99,Arizona,Gila County,4007,54018
100,Arizona,Graham County,4009,38837
101,Arizona,Greenlee County,4011,9498
102,Arizona,La Paz County,4012,21108
103,Arizona,Maricopa County,4013,4485414
104,Arizona,Mohave County,4015,212181
105,Arizona,Navajo County,4017,110924
106,Arizona,Pima County,4019,1047279
107,Arizona,Pinal County,4021,462789
108,Arizona,Santa Cruz County,4023,46498
109,Arizona,Yavapai County,4025,235099
110,Arizona,Yuma County,4027,213787
111,Arkansas,Arkansas County,5001,17486
112,Arkansas,Ashley County,5003,19657
113,Arkansas,Baxter County,5005,41932
114,Arkansas,Benton County,5007,279141
115,Arkansas,Boone County,5009,37432
116,Arkansas,Bradley County,5011,10763
117,Arkansas,Calhoun County,5013,5189
118,Arkansas,Carroll County,5015,28380
119,Arkansas,Chicot County,5017,10118
120,Arkansas,Clark County,5019,22320
121,Arkansas,Clay County,5021,14551
122,Arkansas,Cleburne County,5023,24919
123,Arkansas,Cleveland County,5025,7956
124,Arkansas,Columbia County,5027,23457
125,Arkansas,Conway County,5029,20846
126,Arkansas,Craighead County,5031,110332
127,Arkansas,Crawford County,5033,63257
128,Arkansas,Crittenden County,5035,47955
129,Arkansas,Cross County,5037,16419
130,Arkansas,Dallas County,5039,7009
131,Arkansas,Desha County,5041,11361
132,Arkansas,Drew County,5043,18219
133,Arkansas,Faulkner County,5045,126007
134,Arkansas,Franklin County,5047,17715
135,Arkansas,Fulton County,5049,12477
136,Arkansas,Garland County,5051,99386
137,Arkansas,Grant County,5053,18265
138,Arkansas,Greene County,5055,45325
139,Arkansas,Hempstead County,5057,21532
140,Arkansas,Hot Spring County,5059,33771
141,Arkansas,Howard County,5061,13202
142,Arkansas,Independence County,5063,37825
143,Arkansas,Izard County,5065,13629
144,Arkansas,Jackson County,5067,16719
145,Arkansas,Jefferson County,5069,66824
146,Arkansas,Johnson County,5071,26578
147,Arkansas,Lafayette County,5073,6624
148,Arkansas,Lawrence County,5075,16406
149,Arkansas,Lee County,5077,8857
150,Arkansas,Lincoln County,5079,13024
151,Arkansas,Little River County,5081,12259
152,Arkansas,Logan County,5083,21466
153,Arkansas,Lonoke County,5085,73309
154,Arkansas,Madison County,5087,16576
155,Arkansas,Marion County,5089,16694
156,Arkansas,Miller County,5091,43257
157,Arkansas,Mississippi County,5093,40651
158,Arkansas,Monroe County,5095,6701
159,Arkansas,Montgomery County,5097,8986
160,Arkansas,Nevada County,5099,8252
161,Arkansas,Newton County,5101,7753
162,Arkansas,Ouachita County,5103,23382
163,Arkansas,Perry County,5105,10455
164,Arkansas,Phillips County,5107,17782
165,Arkansas,Pike County,5109,10718
166,Arkansas,Poinsett County,5111,23528
167,Arkansas,Polk County,5113,19964
168,Arkansas,Pope County,5115,64072
169,Arkansas,Prairie County,5117,8062
170,Arkansas,Pulaski County,5119,391911
171,Arkansas,Randolph County,5121,17958
172,Arkansas,St. Francis County,5123,24994
173,Arkansas,Saline County,5125,122437
174,Arkansas,Scott County,5127,10281
175,Arkansas,Searcy County,5129,7881
176,Arkansas,Sebastian County,5131,127827
177,Arkansas,Sevier County,5133,17007
178,Arkansas,Sharp County,5135,17442
179,Arkansas,Stone County,5137,12506
180,Arkansas,Union County,5139,38682
181,Arkansas,Van Buren County,5141,16545
182,Arkansas,Washington County,5143,239187
183,Arkansas,White County,5145,78753
184,Arkansas,Woodruff County,5147,6320
185,Arkansas,Yell County,5149,21341
186,California,Alameda County,6001,1671329
187,California,Alpine County,6003,1129
188,California,Amador County,6005,39752
189,California,Butte County,6007,219186
190,California,Calaveras County,6009,45905
191,California,Colusa County,6011,21547
192,California,Contra Costa County,6013,1153526
193,California,Del Norte County,6015,27812
194,California,El Dorado County,6017,192843
195,California,Fresno County,6019,999101
196,California,Glenn County,6021,28393
197,California,Humboldt County,6023,135558
198,California,Imperial County,6025,181215
199,California,Inyo County,6027,18039
200,California,Kern County,6029,900202
201,California,Kings County,6031,152940
202,California,Lake County,6033,64386
203,California,Lassen County,6035,30573
204,California,Los Angeles County,6037,10039107
205,California,Madera County,6039,157327
206,California,Marin County,6041,258826
207,California,Mariposa County,6043,17203
208,California,Mendocino County,6045,86749
209,California,Merced County,6047,277680
210,California,Modoc County,6049,8841
211,California,Mono County,6051,14444
212,California,Monterey County,6053,434061
213,California,Napa County,6055,137744
214,California,Nevada County,6057,99755
215,California,Orange County,6059,3175692
216,California,Placer County,6061,398329
217,California,Plumas County,6063,18807
218,California,Riverside County,6065,2470546
219,California,Sacramento County,6067,1552058
220,California,San Benito County,6069,62808
221,California,San Bernardino County,6071,2180085
222,California,San Diego County,6073,3338330
223,California,San Francisco County,6075,881549
224,California,San Joaquin County,6077,762148
225,California,San Luis Obispo County,6079,283111
226,California,San Mateo County,6081,766573
227,California,Santa Barbara County,6083,446499
228,California,Santa Clara County,6085,1927852
229,California,Santa Cruz County,6087,273213
230,California,Shasta County,6089,180080
231,California,Sierra County,6091,3005
232,California,Siskiyou County,6093,43539
233,California,Solano County,6095,447643
234,California,Sonoma County,6097,494336
235,California,Stanislaus County,6099,550660
236,California,Sutter County,6101,96971
237,California,Tehama County,6103,65084
238,California,Trinity County,6105,12285
239,California,Tulare County,6107,466195
240,California,Tuolumne County,6109,54478
241,California,Ventura County,6111,846006
242,California,Yolo County,6113,220500
243,California,Yuba County,6115,78668
244,Colorado,Adams County,8001,517421
245,Colorado,Alamosa County,8003,16233
246,Colorado,Arapahoe County,8005,656590
247,Colorado,Archuleta County,8007,14029
248,Colorado,Baca County,8009,3581
249,Colorado,Bent County,8011,5577
250,Colorado,Boulder County,8013,326196
251,Colorado,Broomfield County,8014,70465
252,Colorado,Chaffee County,8015,20356
253,Colorado,Cheyenne County,8017,1831
254,Colorado,Clear Creek County,8019,9700
255,Colorado,Conejos County,8021,8205
256,Colorado,Costilla County,8023,3887
257,Colorado,Crowley County,8025,6061
258,Colorado,Custer County,8027,5068
259,Colorado,Delta County,8029,31162
260,Colorado,Denver County,8031,727211
261,Colorado,Dolores County,8033,2055
262,Colorado,Douglas County,8035,351154
263,Colorado,Eagle County,8037,55127
264,Colorado,Elbert County,8039,26729
265,Colorado,El Paso County,8041,720403
266,Colorado,Fremont County,8043,47839
267,Colorado,Garfield County,8045,60061
268,Colorado,Gilpin County,8047,6243
269,Colorado,Grand County,8049,15734
270,Colorado,Gunnison County,8051,17462
271,Colorado,Hinsdale County,8053,820
272,Colorado,Huerfano County,8055,6897
273,Colorado,Jackson County,8057,1392
274,Colorado,Jefferson County,8059,582881
275,Colorado,Kiowa County,8061,1406
276,Colorado,Kit Carson County,8063,7097
277,Colorado,Lake County,8065,8127
278,Colorado,La Plata County,8067,56221
279,Colorado,Larimer County,8069,356899
280,Colorado,Las Animas County,8071,14506
281,Colorado,Lincoln County,8073,5701
282,Colorado,Logan County,8075,22409
283,Colorado,Mesa County,8077,154210
284,Colorado,Mineral County,8079,769
285,Colorado,Moffat County,8081,13283
286,Colorado,Montezuma County,8083,26183
287,Colorado,Montrose County,8085,42758
288,Colorado,Morgan County,8087,29068
289,Colorado,Otero County,8089,18278
290,Colorado,Ouray County,8091,4952
291,Colorado,Park County,8093,18845
292,Colorado,Phillips County,8095,4265
293,Colorado,Pitkin County,8097,17767
294,Colorado,Prowers County,8099,12172
295,Colorado,Pueblo County,8101,168424
296,Colorado,Rio Blanco County,8103,6324
297,Colorado,Rio Grande County,8105,11267
298,Colorado,Routt County,8107,25638
299,Colorado,Saguache County,8109,6824
300,Colorado,San Juan County,8111,728
301,Colorado,San Miguel County,8113,8179
302,Colorado,Sedgwick County,8115,2248
303,Colorado,Summit County,8117,31011
304,Colorado,Teller County,8119,25388
305,Colorado,Washington County,8121,4908
306,Colorado,Weld County,8123,324492
307,Colorado,Yuma County,8125,10019
308,Connecticut,Fairfield County,9001,943332
309,Connecticut,Hartford County,9003,891720
310,Connecticut,Litchfield County,9005,180333
311,Connecticut,Middlesex County,9007,162436
312,Connecticut,New Haven County,9009,854757
313,Connecticut,New London County,9011,265206
314,Connecticut,Tolland County,9013,150721
315,Connecticut,Windham County,9015,116782
316,Delaware,Kent County,10001,180786
317,Delaware,New Castle County,10003,558753
318,Delaware,Sussex County,10005,234225
319,District of Columbia,District of Columbia,11000,705749
320,District of Columbia,District of Columbia,11001,705749
321,Florida,Alachua County,12001,269043
322,Florida,Baker County,12003,29210
323,Florida,Bay County,12005,174705
324,Florida,Bradford County,12007,28201
325,Florida,Brevard County,12009,601942
326,Florida,Broward County,12011,1952778
327,Florida,Calhoun County,12013,14105
328,Florida,Charlotte County,12015,188910
329,Florida,Citrus County,12017,149657
330,Florida,Clay County,12019,219252
331,Florida,Collier County,12021,384902
332,Florida,Columbia County,12023,71686
333,Florida,DeSoto County,12027,38001
334,Florida,Dixie County,12029,16826
335,Florida,Duval County,12031,957755
336,Florida,Escambia County,12033,318316
337,Florida,Flagler County,12035,115081
338,Florida,Franklin County,12037,12125
339,Florida,Gadsden County,12039,45660
340,Florida,Gilchrist County,12041,18582
341,Florida,Glades County,12043,13811
342,Florida,Gulf County,12045,13639
343,Florida,Hamilton County,12047,14428
344,Florida,Hardee County,12049,26937
345,Florida,Hendry County,12051,42022
346,Florida,Hernando County,12053,193920
347,Florida,Highlands County,12055,106221
348,Florida,Hillsborough County,12057,1471968
349,Florida,Holmes County,12059,19617
350,Florida,Indian River County,12061,159923
351,Florida,Jackson County,12063,46414
352,Florida,Jefferson County,12065,14246
353,Florida,Lafayette County,12067,8422
354,Florida,Lake County,12069,367118
355,Florida,Lee County,12071,770577
356,Florida,Leon County,12073,293582
357,Florida,Levy County,12075,41503
358,Florida,Liberty County,12077,8354
359,Florida,Madison County,12079,18493
360,Florida,Manatee County,12081,403253
361,Florida,Marion County,12083,365579
362,Florida,Martin County,12085,161000
363,Florida,Miami-Dade County,12086,2716940
364,Florida,Monroe County,12087,74228
365,Florida,Nassau County,12089,88625
366,Florida,Okaloosa County,12091,210738
367,Florida,Okeechobee County,12093,42168
368,Florida,Orange County,12095,1393452
369,Florida,Osceola County,12097,375751
370,Florida,Palm Beach County,12099,1496770
371,Florida,Pasco County,12101,553947
372,Florida,Pinellas County,12103,974996
373,Florida,Polk County,12105,724777
374,Florida,Putnam County,12107,74521
375,Florida,St. Johns County,12109,264672
376,Florida,St. Lucie County,12111,328297
377,Florida,Santa Rosa County,12113,184313
378,Florida,Sarasota County,12115,433742
379,Florida,Seminole County,12117,471826
380,Florida,Sumter County,12119,132420
381,Florida,Suwannee County,12121,44417
382,Florida,Taylor County,12123,21569
383,Florida,Union County,12125,15237
384,Florida,Volusia County,12127,553284
385,Florida,Wakulla County,12129,33739
386,Florida,Walton County,12131,74071
387,Florida,Washington County,12133,25473
388,Georgia,Appling County,13001,18386
389,Georgia,Atkinson County,13003,8165
390,Georgia,Bacon County,13005,11164
391,Georgia,Baker County,13007,3038
392,Georgia,Baldwin County,13009,44890
393,Georgia,Banks County,13011,19234
394,Georgia,Barrow County,13013,83240
395,Georgia,Bartow County,13015,107738
396,Georgia,Ben Hill County,13017,16700
397,Georgia,Berrien County,13019,19397
398,Georgia,Bibb County,13021,153159
399,Georgia,Bleckley County,13023,12873
400,Georgia,Brantley County,13025,19109
401,Georgia,Brooks County,13027,15457
402,Georgia,Bryan County,13029,39627
403,Georgia,Bulloch County,13031,79608
404,Georgia,Burke County,13033,22383
405,Georgia,Butts County,13035,24936
406,Georgia,Calhoun County,13037,6189
407,Georgia,Camden County,13039,54666
408,Georgia,Candler County,13043,10803
409,Georgia,Carroll County,13045,119992
410,Georgia,Catoosa County,13047,67580
411,Georgia,Charlton County,13049,13392
412,Georgia,Chatham County,13051,289430
413,Georgia,Chattahoochee County,13053,10907
414,Georgia,Chattooga County,13055,24789
415,Georgia,Cherokee County,13057,258773
416,Georgia,Clarke County,13059,128331
417,Georgia,Clay County,13061,2834
418,Georgia,Clayton County,13063,292256
419,Georgia,Clinch County,13065,6618
420,Georgia,Cobb County,13067,760141
421,Georgia,Coffee County,13069,43273
422,Georgia,Colquitt County,13071,45600
423,Georgia,Columbia County,13073,156714
424,Georgia,Cook County,13075,17270
425,Georgia,Coweta County,13077,148509
426,Georgia,Crawford County,13079,12404
427,Georgia,Crisp County,13081,22372
428,Georgia,Dade County,13083,16116
429,Georgia,Dawson County,13085,26108
430,Georgia,Decatur County,13087,26404
431,Georgia,DeKalb County,13089,759297
432,Georgia,Dodge County,13091,20605
433,Georgia,Dooly County,13093,13390
434,Georgia,Dougherty County,13095,87956
435,Georgia,Douglas County,13097,146343
436,Georgia,Early County,13099,10190
437,Georgia,Echols County,13101,4006
438,Georgia,Effingham County,13103,64296
439,Georgia,Elbert County,13105,19194
440,Georgia,Emanuel County,13107,22646
441,Georgia,Evans County,13109,10654
442,Georgia,Fannin County,13111,26188
443,Georgia,Fayette County,13113,114421
444,Georgia,Floyd County,13115,98498
445,Georgia,Forsyth County,13117,244252
446,Georgia,Franklin County,13119,23349
447,Georgia,Fulton County,13121,1063937
448,Georgia,Gilmer County,13123,31369
449,Georgia,Glascock County,13125,2971
450,Georgia,Glynn County,13127,85292
451,Georgia,Gordon County,13129,57963
452,Georgia,Grady County,13131,24633
453,Georgia,Greene County,13133,18324
454,Georgia,Gwinnett County,13135,936250
455,Georgia,Habersham County,13137,45328
456,Georgia,Hall County,13139,204441
457,Georgia,Hancock County,13141,8457
458,Georgia,Haralson County,13143,29792
459,Georgia,Harris County,13145,35236
460,Georgia,Hart County,13147,26205
461,Georgia,Heard County,13149,11923
462,Georgia,Henry County,13151,234561
463,Georgia,Houston County,13153,157863
464,Georgia,Irwin County,13155,9416
465,Georgia,Jackson County,13157,72977
466,Georgia,Jasper County,13159,14219
467,Georgia,Jeff Davis County,13161,15115
468,Georgia,Jefferson County,13163,15362
469,Georgia,Jenkins County,13165,8676
470,Georgia,Johnson County,13167,9643
471,Georgia,Jones County,13169,28735
472,Georgia,Lamar County,13171,19077
473,Georgia,Lanier County,13173,10423
474,Georgia,Laurens County,13175,47546
475,Georgia,Lee County,13177,29992
476,Georgia,Liberty County,13179,61435
477,Georgia,Lincoln County,13181,7921
478,Georgia,Long County,13183,19559
479,Georgia,Lowndes County,13185,117406
480,Georgia,Lumpkin County,13187,33610
481,Georgia,McDuffie County,13189,21312
482,Georgia,McIntosh County,13191,14378
483,Georgia,Macon County,13193,12947
484,Georgia,Madison County,13195,29880
485,Georgia,Marion County,13197,8359
486,Georgia,Meriwether County,13199,21167
487,Georgia,Miller County,13201,5718
488,Georgia,Mitchell County,13205,21863
489,Georgia,Monroe County,13207,27578
490,Georgia,Montgomery County,13209,9172
491,Georgia,Morgan County,13211,19276
492,Georgia,Murray County,13213,40096
493,Georgia,Muscogee County,13215,195769
494,Georgia,Newton County,13217,111744
495,Georgia,Oconee County,13219,40280
496,Georgia,Oglethorpe County,13221,15259
497,Georgia,Paulding County,13223,168667
498,Georgia,Peach County,13225,27546
499,Georgia,Pickens County,13227,32591
500,Georgia,Pierce County,13229,19465
501,Georgia,Pike County,13231,18962
502,Georgia,Polk County,13233,42613
503,Georgia,Pulaski County,13235,11137
504,Georgia,Putnam County,13237,22119
505,Georgia,Quitman County,13239,2299
506,Georgia,Rabun County,13241,17137
507,Georgia,Randolph County,13243,6778
508,Georgia,Richmond County,13245,202518
509,Georgia,Rockdale County,13247,90896
510,Georgia,Schley County,13249,5257
511,Georgia,Screven County,13251,13966
512,Georgia,Seminole County,13253,8090
513,Georgia,Spalding County,13255,66703
514,Georgia,Stephens County,13257,25925
515,Georgia,Stewart County,13259,6621
516,Georgia,Sumter County,13261,29524
517,Georgia,Talbot County,13263,6195
518,Georgia,Taliaferro County,13265,1537
519,Georgia,Tattnall County,13267,25286
520,Georgia,Taylor County,13269,8020
521,Georgia,Telfair County,13271,15860
522,Georgia,Terrell County,13273,8531
523,Georgia,Thomas County,13275,44451
524,Georgia,Tift County,13277,40644
525,Georgia,Toombs County,13279,26830
526,Georgia,Towns County,13281,12037
527,Georgia,Treutlen County,13283,6901
528,Georgia,Troup County,13285,69922
529,Georgia,Turner County,13287,7985
530,Georgia,Twiggs County,13289,8120
531,Georgia,Union County,13291,24511
532,Georgia,Upson County,13293,26320
533,Georgia,Walker County,13295,69761
534,Georgia,Walton County,13297,94593
535,Georgia,Ware County,13299,35734
536,Georgia,Warren County,13301,5254
537,Georgia,Washington County,13303,20374
538,Georgia,Wayne County,13305,29927
539,Georgia,Webster County,13307,2607
540,Georgia,Wheeler County,13309,7855
541,Georgia,White County,13311,30798
542,Georgia,Whitfield County,13313,104628
543,Georgia,Wilcox County,13315,8635
544,Georgia,Wilkes County,13317,9777
545,Georgia,Wilkinson County,13319,8954
546,Georgia,Worth County,13321,20247
547,Hawaii,Hawaii County,15001,201513
548,Hawaii,Honolulu County,15003,974563
549,Hawaii,Kalawao County,15005,86
550,Hawaii,Kauai County,15007,72293
551,Hawaii,Maui County,15009,167417
552,Idaho,Ada County,16001,481587
553,Idaho,Adams County,16003,4294
554,Idaho,Bannock County,16005,87808
555,Idaho,Bear Lake County,16007,6125
556,Idaho,Benewah County,16009,9298
557,Idaho,Bingham County,16011,46811
558,Idaho,Blaine County,16013,23021
559,Idaho,Boise County,16015,7831
560,Idaho,Bonner County,16017,45739
561,Idaho,Bonneville County,16019,119062
562,Idaho,Boundary County,16021,12245
563,Idaho,Butte County,16023,2597
564,Idaho,Camas County,16025,1106
565,Idaho,Canyon County,16027,229849
566,Idaho,Caribou County,16029,7155
567,Idaho,Cassia County,16031,24030
568,Idaho,Clark County,16033,845
569,Idaho,Clearwater County,16035,8756
570,Idaho,Custer County,16037,4315
571,Idaho,Elmore County,16039,27511
572,Idaho,Franklin County,16041,13876
573,Idaho,Fremont County,16043,13099
574,Idaho,Gem County,16045,18112
575,Idaho,Gooding County,16047,15179
576,Idaho,Idaho County,16049,16667
577,Idaho,Jefferson County,16051,29871
578,Idaho,Jerome County,16053,24412
579,Idaho,Kootenai County,16055,165697
580,Idaho,Latah County,16057,40108
581,Idaho,Lemhi County,16059,8027
582,Idaho,Lewis County,16061,3838
583,Idaho,Lincoln County,16063,5366
584,Idaho,Madison County,16065,39907
585,Idaho,Minidoka County,16067,21039
586,Idaho,Nez Perce County,16069,40408
587,Idaho,Oneida County,16071,4531
588,Idaho,Owyhee County,16073,11823
589,Idaho,Payette County,16075,23951
590,Idaho,Power County,16077,7681
591,Idaho,Shoshone County,16079,12882
592,Idaho,Teton County,16081,12142
593,Idaho,Twin Falls County,16083,86878
594,Idaho,Valley County,16085,11392
595,Idaho,Washington County,16087,10194
596,Illinois,Adams County,17001,65435
597,Illinois,Alexander County,17003,5761
598,Illinois,Bond County,17005,16426
599,Illinois,Boone County,17007,53544
600,Illinois,Brown County,17009,6578
601,Illinois,Bureau County,17011,32628
602,Illinois,Calhoun County,17013,4739
603,Illinois,Carroll County,17015,14305
604,Illinois,Cass County,17017,12147
605,Illinois,Champaign County,17019,209689
606,Illinois,Christian County,17021,32304
607,Illinois,Clark County,17023,15441
608,Illinois,Clay County,17025,13184
609,Illinois,Clinton County,17027,37562
610,Illinois,Coles County,17029,50621
611,Illinois,Cook County,17031,5150233
612,Illinois,Crawford County,17033,18667
613,Illinois,Cumberland County,17035,10766
614,Illinois,DeKalb County,17037,104897
615,Illinois,De Witt County,17039,15638
616,Illinois,Douglas County,17041,19465
617,Illinois,DuPage County,17043,922921
618,Illinois,Edgar County,17045,17161
619,Illinois,Edwards County,17047,6395
620,Illinois,Effingham County,17049,34008
621,Illinois,Fayette County,17051,21336
622,Illinois,Ford County,17053,12961
623,Illinois,Franklin County,17055,38469
624,Illinois,Fulton County,17057,34340
625,Illinois,Gallatin County,17059,4828
626,Illinois,Greene County,17061,12969
627,Illinois,Grundy County,17063,51054
628,Illinois,Hamilton County,17065,8116
629,Illinois,Hancock County,17067,17708
630,Illinois,Hardin County,17069,3821
631,Illinois,Henderson County,17071,6646
632,Illinois,Henry County,17073,48913
633,Illinois,Iroquois County,17075,27114
634,Illinois,Jackson County,17077,56750
635,Illinois,Jasper County,17079,9610
636,Illinois,Jefferson County,17081,37684
637,Illinois,Jersey County,17083,21773
638,Illinois,Jo Daviess County,17085,21235
639,Illinois,Johnson County,17087,12417
640,Illinois,Kane County,17089,532403
641,Illinois,Kankakee County,17091,109862
642,Illinois,Kendall County,17093,128990
643,Illinois,Knox County,17095,49699
644,Illinois,Lake County,17097,696535
645,Illinois,LaSalle County,17099,108669
646,Illinois,Lawrence County,17101,15678
647,Illinois,Lee County,17103,34096
648,Illinois,Livingston County,17105,35648
649,Illinois,Logan County,17107,28618
650,Illinois,McDonough County,17109,29682
651,Illinois,McHenry County,17111,307774
652,Illinois,McLean County,17113,171517
653,Illinois,Macon County,17115,104009
654,Illinois,Macoupin County,17117,44926
655,Illinois,Madison County,17119,262966
656,Illinois,Marion County,17121,37205
657,Illinois,Marshall County,17123,11438
658,Illinois,Mason County,17125,13359
659,Illinois,Massac County,17127,13772
660,Illinois,Menard County,17129,12196
661,Illinois,Mercer County,17131,15437
662,Illinois,Monroe County,17133,34637
663,Illinois,Montgomery County,17135,28414
664,Illinois,Morgan County,17137,33658
665,Illinois,Moultrie County,17139,14501
666,Illinois,Ogle County,17141,50643
667,Illinois,Peoria County,17143,179179
668,Illinois,Perry County,17145,20916
669,Illinois,Piatt County,17147,16344
670,Illinois,Pike County,17149,15561
671,Illinois,Pope County,17151,4177
672,Illinois,Pulaski County,17153,5335
673,Illinois,Putnam County,17155,5739
674,Illinois,Randolph County,17157,31782
675,Illinois,Richland County,17159,15513
676,Illinois,Rock Island County,17161,141879
677,Illinois,St. Clair County,17163,259686
678,Illinois,Saline County,17165,23491
679,Illinois,Sangamon County,17167,194672
680,Illinois,Schuyler County,17169,6768
681,Illinois,Scott County,17171,4951
682,Illinois,Shelby County,17173,21634
683,Illinois,Stark County,17175,5342
684,Illinois,Stephenson County,17177,44498
685,Illinois,Tazewell County,17179,131803
686,Illinois,Union County,17181,16653
687,Illinois,Vermilion County,17183,75758
688,Illinois,Wabash County,17185,11520
689,Illinois,Warren County,17187,16844
690,Illinois,Washington County,17189,13887
691,Illinois,Wayne County,17191,16215
692,Illinois,White County,17193,13537
693,Illinois,Whiteside County,17195,55175
694,Illinois,Will County,17197,690743
695,Illinois,Williamson County,17199,66597
696,Illinois,Winnebago County,17201,282572
697,Illinois,Woodford County,17203,38459
698,Indiana,Adams County,18001,35777
699,Indiana,Allen County,18003,379299
700,Indiana,Bartholomew County,18005,83779
701,Indiana,Benton County,18007,8748
702,Indiana,Blackford County,18009,11758
703,Indiana,Boone County,18011,67843
704,Indiana,Brown County,18013,15092
705,Indiana,Carroll County,18015,20257
706,Indiana,Cass County,18017,37689
707,Indiana,Clark County,18019,118302
708,Indiana,Clay County,18021,26225
709,Indiana,Clinton County,18023,32399
710,Indiana,Crawford County,18025,10577
711,Indiana,Daviess County,18027,33351
712,Indiana,Dearborn County,18029,49458
713,Indiana,Decatur County,18031,26559
714,Indiana,DeKalb County,18033,43475
715,Indiana,Delaware County,18035,114135
716,Indiana,Dubois County,18037,42736
717,Indiana,Elkhart County,18039,206341
718,Indiana,Fayette County,18041,23102
719,Indiana,Floyd County,18043,78522
720,Indiana,Fountain County,18045,16346
721,Indiana,Franklin County,18047,22758
722,Indiana,Fulton County,18049,19974
723,Indiana,Gibson County,18051,33659
724,Indiana,Grant County,18053,65769
725,Indiana,Greene County,18055,31922
726,Indiana,Hamilton County,18057,338011
727,Indiana,Hancock County,18059,78168
728,Indiana,Harrison County,18061,40515
729,Indiana,Hendricks County,18063,170311
730,Indiana,Henry County,18065,47972
731,Indiana,Howard County,18067,82544
732,Indiana,Huntington County,18069,36520
733,Indiana,Jackson County,18071,44231
